STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2015
51,540,Virginia,Charlottesville city,46597
51,550,Virginia,Chesapeake city,235429
51,570,Virginia,Colonial Heights city,17820
51,580,Virginia,Covington city,5658
51,590,Virginia,Danville city,42082
51,595,Virginia,Emporia city,5496
51,600,Virginia,Fairfax city,24013
51,610,Virginia,Falls Church city,13892
51,620,Virginia,Franklin city,8490
51,630,Virginia,Fredericksburg city,28118
51,640,Virginia,Galax city,6914
51,650,Virginia,Hampton city,136454
51,660,Virginia,Harrisonburg city,52538
51,670,Virginia,Hopewell city,22378
51,678,Virginia,Lexington city,7262
51,680,Virginia,Lynchburg city,79812
51,683,Virginia,Manassas city,41764
51,685,Virginia,Manassas Park city,15726
51,690,Virginia,Martinsville city,13645
51,700,Virginia,Newport News city,182385
51,710,Virginia,Norfolk city,246393
51,720,Virginia,Norton city,3939
51,730,Virginia,Petersburg city,32477
51,735,Virginia,Poquoson city,12059
51,740,Virginia,Portsmouth city,96201
51,750,Virginia,Radford city,17403
51,760,Virginia,Richmond city,220289
51,770,Virginia,Roanoke city,99897
51,775,Virginia,Salem city,25432
51,790,Virginia,Staunton city,24416
51,800,Virginia,Suffolk city,88161
51,810,Virginia,Virginia Beach city,452745
51,820,Virginia,Waynesboro city,21491
51,830,Virginia,Williamsburg city,15052
51,840,Virginia,Winchester city,27284
53,000,Washington,Washington,7170351
53,001,Washington,Adams County,19254
53,003,Washington,Asotin County,22105
53,005,Washington,Benton County,190309
53,007,Washington,Chelan County,75644
53,009,Washington,Clallam County,73486
53,011,Washington,Clark County,459495
53,013,Washington,Columbia County,3944
53,015,Washington,Cowlitz County,103468
53,017,Washington,Douglas County,40534
53,019,Washington,Ferry County,7582
53,021,Washington,Franklin County,88807
53,023,Washington,Garfield County,2219
53,025,Washington,Grant County,93259
53,027,Washington,Grays Harbor County,71122
53,029,Washington,Island County,80593
53,031,Washington,Jefferson County,30466
53,033,Washington,King County,2117125
53,035,Washington,Kitsap County,260131
53,037,Washington,Kittitas County,43269
53,039,Washington,Klickitat County,21026
53,041,Washington,Lewis County,75882
53,043,Washington,Lincoln County,10321
53,045,Washington,Mason County,61023
53,047,Washington,Okanogan County,41516
53,049,Washington,Pacific County,20848
53,051,Washington,Pend Oreille County,13088
53,053,Washington,Pierce County,843954
53,055,Washington,San Juan County,16252
53,057,Washington,Skagit County,121846
53,059,Washington,Skamania County,11339
53,061,Washington,Snohomish County,772501
53,063,Washington,Spokane County,490945
53,065,Washington,Stevens County,43791
53,067,Washington,Thurston County,269536
53,069,Washington,Wahkiakum County,4042
53,071,Washington,Walla Walla County,60338
53,073,Washington,Whatcom County,212284
53,075,Washington,Whitman County,48177
53,077,Washington,Yakima County,248830
54,000,West Virginia,West Virginia,1844128
54,001,West Virginia,Barbour County,16704
54,003,West Virginia,Berkeley County,111901
54,005,West Virginia,Boone County,23372
54,007,West Virginia,Braxton County,14415
54,009,West Virginia,Brooke County,23350
54,011,West Virginia,Cabell County,96844
54,013,West Virginia,Calhoun County,7470
54,015,West Virginia,Clay County,8910
54,017,West Virginia,Doddridge County,8176
54,019,West Virginia,Fayette County,44997
54,021,West Virginia,Gilmer County,8518
54,023,West Virginia,Grant County,11766
54,025,West Virginia,Greenbrier County,35516
54,027,West Virginia,Hampshire County,23353
54,029,West Virginia,Hancock County,29815
54,031,West Virginia,Hardy County,13852
54,033,West Virginia,Harrison County,68714
54,035,West Virginia,Jackson County,29237
54,037,West Virginia,Jefferson County,56482
54,039,West Virginia,Kanawha County,188332
54,041,West Virginia,Lewis County,16448
54,043,West Virginia,Lincoln County,21415
54,045,West Virginia,Logan County,34707
54,047,West Virginia,McDowell County,19835
54,049,West Virginia,Marion County,56925
54,051,West Virginia,Marshall County,31978
54,053,West Virginia,Mason County,27037
54,055,West Virginia,Mercer County,61164
54,057,West Virginia,Mineral County,27451
54,059,West Virginia,Mingo County,25292
54,061,West Virginia,Monongalia County,104236
54,063,West Virginia,Monroe County,13506
54,065,West Virginia,Morgan County,17524
54,067,West Virginia,Nicholas County,25594
54,069,West Virginia,Ohio County,43066
54,071,West Virginia,Pendleton County,7229
54,073,West Virginia,Pleasants County,7674
54,075,West Virginia,Pocahontas County,8607
54,077,West Virginia,Preston County,33940
54,079,West Virginia,Putnam County,56848
54,081,West Virginia,Raleigh County,77510
54,083,West Virginia,Randolph County,29126
54,085,West Virginia,Ritchie County,9982
54,087,West Virginia,Roane County,14435
54,089,West Virginia,Summers County,13239
54,091,West Virginia,Taylor County,16912
54,093,West Virginia,Tucker County,6966
54,095,West Virginia,Tyler County,8975
54,097,West Virginia,Upshur County,24758
54,099,West Virginia,Wayne County,40971
54,101,West Virginia,Webster County,8755
54,103,West Virginia,Wetzel County,15816
54,105,West Virginia,Wirt County,5880
54,107,West Virginia,Wood County,86452
54,109,West Virginia,Wyoming County,22151
55,000,Wisconsin,Wisconsin,5771337
55,001,Wisconsin,Adams County,20148
55,003,Wisconsin,Ashland County,15843
55,005,Wisconsin,Barron County,45563
55,007,Wisconsin,Bayfield County,14977
55,009,Wisconsin,Brown County,258718
55,011,Wisconsin,Buffalo County,13192
55,013,Wisconsin,Burnett County,15159
55,015,Wisconsin,Calumet County,49762
55,017,Wisconsin,Chippewa County,63531
55,019,Wisconsin,Clark County,34445
55,021,Wisconsin,Columbia County,56743
55,023,Wisconsin,Crawford County,16391
55,025,Wisconsin,Dane County,523643
55,027,Wisconsin,Dodge County,88502
55,029,Wisconsin,Door County,27554
55,031,Wisconsin,Douglas County,43601
55,033,Wisconsin,Dunn County,44497
55,035,Wisconsin,Eau Claire County,102105
55,037,Wisconsin,Florence County,4464
55,039,Wisconsin,Fond du Lac County,101973
55,041,Wisconsin,Forest County,9057
55,043,Wisconsin,Grant County,52250
55,045,Wisconsin,Green County,37186
55,047,Wisconsin,Green Lake County,18856
55,049,Wisconsin,Iowa County,23813
55,051,Wisconsin,Iron County,5794
55,053,Wisconsin,Jackson County,20554
55,055,Wisconsin,Jefferson County,84559
55,057,Wisconsin,Juneau County,26224
55,059,Wisconsin,Kenosha County,168437
55,061,Wisconsin,Kewaunee County,20366
55,063,Wisconsin,La Crosse County,118212
55,065,Wisconsin,Lafayette County,16829
55,067,Wisconsin,Langlade County,19223
55,069,Wisconsin,Lincoln County,27980
55,071,Wisconsin,Manitowoc County,79806
55,073,Wisconsin,Marathon County,135868
55,075,Wisconsin,Marinette County,40884
55,077,Wisconsin,Marquette County,15075
55,078,Wisconsin,Menominee County,4573
55,079,Wisconsin,Milwaukee County,957735
55,081,Wisconsin,Monroe County,45549
55,083,Wisconsin,Oconto County,37435
55,085,Wisconsin,Oneida County,35567
55,087,Wisconsin,Outagamie County,183245
55,089,Wisconsin,Ozaukee County,87850
55,091,Wisconsin,Pepin County,7290
55,093,Wisconsin,Pierce County,40889
55,095,Wisconsin,Polk County,43441
55,097,Wisconsin,Portage County,70408
55,099,Wisconsin,Price County,13645
55,101,Wisconsin,Racine County,195080
55,103,Wisconsin,Richland County,17495
55,105,Wisconsin,Rock County,161448
55,107,Wisconsin,Rusk County,14124
55,109,Wisconsin,St. Croix County,87513
55,111,Wisconsin,Sauk County,63642
55,113,Wisconsin,Sawyer County,16376
55,115,Wisconsin,Shawano County,41304
55,117,Wisconsin,Sheboygan County,115569
55,119,Wisconsin,Taylor County,20455
55,121,Wisconsin,Trempealeau County,29550
55,123,Wisconsin,Vernon County,30506
55,125,Wisconsin,Vilas County,21387
55,127,Wisconsin,Walworth County,102804
55,129,Wisconsin,Washburn County,15552
55,131,Wisconsin,Washington County,133674
55,133,Wisconsin,Waukesha County,396488
55,135,Wisconsin,Waupaca County,51945
55,137,Wisconsin,Waushara County,24033
55,139,Wisconsin,Winnebago County,169546
55,141,Wisconsin,Wood County,73435
56,000,Wyoming,Wyoming,586107
56,001,Wyoming,Albany County,37956
56,003,Wyoming,Big Horn County,12022
56,005,Wyoming,Campbell County,49220
56,007,Wyoming,Carbon County,15559
56,009,Wyoming,Converse County,14236
56,011,Wyoming,Crook County,7444
56,013,Wyoming,Fremont County,40315
56,015,Wyoming,Goshen County,13383
56,017,Wyoming,Hot Springs County,4741
56,019,Wyoming,Johnson County,8585
56,021,Wyoming,Laramie County,97121
56,023,Wyoming,Lincoln County,18722
56,025,Wyoming,Natrona County,82178
56,027,Wyoming,Niobrara County,2542
56,029,Wyoming,Park County,29228
56,031,Wyoming,Platte County,8812
56,033,Wyoming,Sheridan County,30009
56,035,Wyoming,Sublette County,9899
56,037,Wyoming,Sweetwater County,44626
56,039,Wyoming,Teton County,23125
56,041,Wyoming,Uinta County,20822
56,043,Wyoming,Washakie County,8328
56,045,Wyoming,Weston County,7234
